,YEAR,MO,DY,HR,T2M,RH2M,PRECTOTCORR
1705,2023,11,11,1,19.75,90.44,0.0
1706,2023,11,11,2,19.46,94.06,0.0
1707,2023,11,11,3,19.29,96.69,0.0
1708,2023,11,11,4,19.27,97.88,0.0
1709,2023,11,11,5,19.33,97.81,0.0
1710,2023,11,11,6,19.84,95.0,0.0
1711,2023,11,11,7,21.83,81.06,0.0
1712,2023,11,11,8,24.31,63.38,0.0
1713,2023,11,11,9,26.51,51.81,0.0
1714,2023,11,11,10,28.35,44.25,0.0
1715,2023,11,11,11,29.69,39.06,0.0
1716,2023,11,11,12,30.53,35.94,0.0
1717,2023,11,11,13,30.92,34.19,0.0
1718,2023,11,11,14,30.73,33.81,0.0
1719,2023,11,11,15,29.94,35.25,0.0
1720,2023,11,11,16,27.88,45.44,0.0
1721,2023,11,11,17,24.35,61.0,0.0
1722,2023,11,11,18,23.16,64.44,0.0
1723,2023,11,11,19,22.41,67.06,0.0
1724,2023,11,11,20,21.73,69.69,0.0
1725,2023,11,11,21,21.04,72.06,0.0
1726,2023,11,11,22,20.41,74.0,0.0
1727,2023,11,11,23,19.84,75.56,0.0
1728,2023,11,12,0,19.32,76.88,0.0
1729,2023,11,12,1,18.86,77.94,0.0
1730,2023,11,12,2,18.5,78.56,0.0
1731,2023,11,12,3,18.13,79.56,0.0
1732,2023,11,12,4,17.8,80.69,0.0
1733,2023,11,12,5,17.46,81.94,0.0
1734,2023,11,12,6,18.12,81.12,0.0
1735,2023,11,12,7,20.94,65.5,0.0
1736,2023,11,12,8,24.16,55.88,0.0
1737,2023,11,12,9,26.79,46.69,0.0
1738,2023,11,12,10,28.68,41.12,0.0
1739,2023,11,12,11,29.99,37.5,0.0
1740,2023,11,12,12,30.76,35.31,0.0
1741,2023,11,12,13,31.07,34.25,0.0
1742,2023,11,12,14,30.75,34.88,0.0
1743,2023,11,12,15,29.87,37.19,0.0
1744,2023,11,12,16,27.76,47.5,0.0
1745,2023,11,12,17,24.33,62.25,0.0
1746,2023,11,12,18,23.15,65.69,0.0
1747,2023,11,12,19,22.35,68.06,0.0
1748,2023,11,12,20,21.61,70.5,0.0
1749,2023,11,12,21,20.96,72.94,0.0
1750,2023,11,12,22,20.43,74.75,0.0
1751,2023,11,12,23,20.01,76.06,0.0
1752,2023,11,13,0,19.55,77.62,0.0
1753,2023,11,13,1,19.02,79.62,0.0
1754,2023,11,13,2,18.45,81.69,0.0
1755,2023,11,13,3,18.01,83.44,0.0
1756,2023,11,13,4,17.69,85.0,0.0
1757,2023,11,13,5,17.47,86.44,0.0
1758,2023,11,13,6,18.23,85.75,0.0
1759,2023,11,13,7,20.97,74.31,0.0
1760,2023,11,13,8,24.05,67.25,0.0
1761,2023,11,13,9,26.44,57.19,0.0
1762,2023,11,13,10,28.34,49.88,0.0
1763,2023,11,13,11,29.74,45.0,0.0
1764,2023,11,13,12,30.47,42.56,0.0
1765,2023,11,13,13,30.53,41.81,0.0
1766,2023,11,13,14,29.99,42.56,0.0
1767,2023,11,13,15,29.43,44.06,0.0
1768,2023,11,13,16,27.8,55.12,0.0
1769,2023,11,13,17,25.2,68.5,0.0
1770,2023,11,13,18,24.35,70.69,0.0
1771,2023,11,13,19,23.74,72.5,0.0
1772,2023,11,13,20,23.1,74.31,0.0
1773,2023,11,13,21,22.52,76.06,0.0
1774,2023,11,13,22,22.0,78.06,0.0
1775,2023,11,13,23,21.52,80.25,0.0
1776,2023,11,14,0,20.97,83.19,0.0
1777,2023,11,14,1,20.38,86.56,0.0
1778,2023,11,14,2,19.98,89.19,0.0
1779,2023,11,14,3,19.68,91.12,0.0
1780,2023,11,14,4,19.44,92.06,0.0
1781,2023,11,14,5,19.15,92.94,0.0
1782,2023,11,14,6,19.55,91.06,0.0
1783,2023,11,14,7,21.76,78.5,0.0
1784,2023,11,14,8,24.23,65.69,0.0
1785,2023,11,14,9,26.36,56.25,0.0
1786,2023,11,14,10,28.08,50.0,0.0
1787,2023,11,14,11,29.29,46.0,0.0
1788,2023,11,14,12,30.01,43.44,0.0
1789,2023,11,14,13,30.19,42.25,0.0
1790,2023,11,14,14,29.58,42.81,0.0
1791,2023,11,14,15,28.68,45.19,0.0
1792,2023,11,14,16,26.9,55.75,0.0
1793,2023,11,14,17,24.75,65.75,0.0
1794,2023,11,14,18,23.85,67.94,0.0
1795,2023,11,14,19,23.25,69.62,0.0
1796,2023,11,14,20,22.66,71.62,0.0
1797,2023,11,14,21,22.09,73.88,0.0
1798,2023,11,14,22,21.3,77.19,0.0
1799,2023,11,14,23,20.5,80.5,0.0
1800,2023,11,15,0,19.89,82.5,0.0
1801,2023,11,15,1,19.33,83.94,0.0
1802,2023,11,15,2,18.79,84.81,0.0
1803,2023,11,15,3,18.28,85.38,0.0
1804,2023,11,15,4,17.8,86.31,0.0
1805,2023,11,15,5,17.37,87.56,0.0
1806,2023,11,15,6,17.79,85.25,0.0
1807,2023,11,15,7,19.91,74.75,0.0
1808,2023,11,15,8,23.4,60.0,0.0
1809,2023,11,15,9,26.29,49.19,0.0
1810,2023,11,15,10,28.27,43.44,0.0
1811,2023,11,15,11,29.58,39.75,0.0
1812,2023,11,15,12,30.46,37.06,0.0
1813,2023,11,15,13,30.82,35.5,0.0
1814,2023,11,15,14,30.56,35.31,0.0
1815,2023,11,15,15,29.66,37.0,0.0
1816,2023,11,15,16,27.48,47.12,0.0
1817,2023,11,15,17,24.17,60.75,0.0
1818,2023,11,15,18,23.04,64.06,0.0
1819,2023,11,15,19,22.24,66.88,0.0
1820,2023,11,15,20,21.46,69.69,0.0
1821,2023,11,15,21,20.72,72.31,0.0
1822,2023,11,15,22,20.02,74.19,0.0
1823,2023,11,15,23,19.37,75.38,0.0
1824,2023,11,16,0,18.8,76.31,0.0
1825,2023,11,16,1,18.21,77.81,0.0
1826,2023,11,16,2,17.65,80.19,0.0
1827,2023,11,16,3,17.2,82.62,0.0
1828,2023,11,16,4,16.86,85.12,0.0
1829,2023,11,16,5,16.57,87.5,0.0
1830,2023,11,16,6,17.06,85.81,0.0
1831,2023,11,16,7,19.22,76.06,0.0
1832,2023,11,16,8,22.72,61.44,0.0
1833,2023,11,16,9,26.23,47.5,0.0
1834,2023,11,16,10,28.67,40.0,0.0
1835,2023,11,16,11,30.19,36.25,0.0
1836,2023,11,16,12,31.14,33.88,0.0
1837,2023,11,16,13,31.51,32.75,0.0
1838,2023,11,16,14,31.39,32.56,0.0
1839,2023,11,16,15,30.45,34.62,0.0
1840,2023,11,16,16,28.08,44.69,0.0
1841,2023,11,16,17,24.33,59.0,0.0
1842,2023,11,16,18,23.15,61.56,0.0
1843,2023,11,16,19,22.35,63.81,0.0
1844,2023,11,16,20,21.68,65.62,0.0
1845,2023,11,16,21,21.15,66.88,0.0
1846,2023,11,16,22,20.56,69.0,0.0
1847,2023,11,16,23,19.89,71.94,0.0
1848,2023,11,17,0,19.25,75.0,0.0
1849,2023,11,17,1,18.68,78.0,0.0
1850,2023,11,17,2,18.16,81.38,0.0
1851,2023,11,17,3,17.7,85.06,0.0
1852,2023,11,17,4,17.36,88.69,0.0
1853,2023,11,17,5,17.09,91.75,0.0
1854,2023,11,17,6,17.5,90.56,0.0
1855,2023,11,17,7,19.74,80.5,0.0
1856,2023,11,17,8,22.86,66.88,0.0
1857,2023,11,17,9,25.8,55.31,0.0
1858,2023,11,17,10,28.21,47.44,0.0
1859,2023,11,17,11,30.08,42.44,0.0
1860,2023,11,17,12,31.29,39.44,0.0
1861,2023,11,17,13,31.86,37.62,0.0
1862,2023,11,17,14,31.72,37.44,0.0
1863,2023,11,17,15,30.92,39.0,0.0
1864,2023,11,17,16,28.76,50.0,0.0
1865,2023,11,17,17,25.27,63.75,0.0
1866,2023,11,17,18,24.2,65.5,0.0
1867,2023,11,17,19,23.48,67.25,0.0
1868,2023,11,17,20,22.78,69.25,0.0
1869,2023,11,17,21,22.08,71.25,0.0
1870,2023,11,17,22,21.27,73.38,0.0
1871,2023,11,17,23,20.49,75.12,0.0
1872,2023,11,18,0,19.78,76.69,0.0
1873,2023,11,18,1,19.09,78.69,0.0
1874,2023,11,18,2,18.44,80.88,0.0
1875,2023,11,18,3,17.9,82.19,0.0
1876,2023,11,18,4,17.49,82.75,0.0
1877,2023,11,18,5,17.2,83.19,0.0
1878,2023,11,18,6,17.91,79.69,0.0
1879,2023,11,18,7,20.47,67.19,0.0
1880,2023,11,18,8,24.55,58.44,0.0
1881,2023,11,18,9,27.61,50.69,0.0
1882,2023,11,18,10,29.69,45.88,0.0
1883,2023,11,18,11,31.21,42.0,0.0
1884,2023,11,18,12,32.2,39.12,0.0
1885,2023,11,18,13,32.64,37.5,0.0
1886,2023,11,18,14,32.47,37.12,0.0
1887,2023,11,18,15,31.61,38.5,0.0
1888,2023,11,18,16,29.63,47.31,0.0
1889,2023,11,18,17,26.19,62.44,0.0
1890,2023,11,18,18,25.02,64.56,0.0
1891,2023,11,18,19,24.19,66.44,0.0
1892,2023,11,18,20,23.45,68.5,0.0
1893,2023,11,18,21,22.86,70.44,0.0
1894,2023,11,18,22,22.17,73.06,0.0
1895,2023,11,18,23,21.48,76.25,0.0
1896,2023,11,19,0,20.8,79.94,0.0
1897,2023,11,19,1,20.14,84.19,0.0
1898,2023,11,19,2,19.54,88.81,0.0
1899,2023,11,19,3,18.97,93.62,0.0
1900,2023,11,19,4,18.62,97.0,0.0
1901,2023,11,19,5,18.39,99.62,0.0
1902,2023,11,19,6,19.09,96.5,0.0
1903,2023,11,19,7,21.54,84.5,0.0
1904,2023,11,19,8,24.56,69.12,0.0
1905,2023,11,19,9,27.12,57.75,0.0
1906,2023,11,19,10,28.93,51.38,0.0
1907,2023,11,19,11,30.25,46.94,0.0
1908,2023,11,19,12,31.23,43.62,0.0
1909,2023,11,19,13,31.66,41.75,0.0
1910,2023,11,19,14,31.51,41.19,0.0
1911,2023,11,19,15,30.67,42.25,0.0
1912,2023,11,19,16,28.86,48.69,0.0
1913,2023,11,19,17,25.92,62.88,0.0
1914,2023,11,19,18,24.83,66.12,0.0
1915,2023,11,19,19,23.87,69.62,0.0
1916,2023,11,19,20,22.8,74.0,0.0
1917,2023,11,19,21,21.87,77.94,0.0
1918,2023,11,19,22,21.15,81.38,0.0
1919,2023,11,19,23,20.51,84.81,0.0
1920,2023,11,20,0,19.91,88.81,0.0
1921,2023,11,20,1,19.39,93.44,0.0
1922,2023,11,20,2,18.94,98.38,0.0
1923,2023,11,20,3,18.71,100.0,0.0
1924,2023,11,20,4,18.65,100.0,0.0
1925,2023,11,20,5,18.73,100.0,0.0
1926,2023,11,20,6,19.42,97.94,0.0
1927,2023,11,20,7,21.72,84.75,0.0
1928,2023,11,20,8,24.63,67.88,0.0
1929,2023,11,20,9,27.14,54.69,0.0
1930,2023,11,20,10,28.81,47.0,0.0
1931,2023,11,20,11,29.87,42.38,0.0
1932,2023,11,20,12,30.74,39.25,0.0
1933,2023,11,20,13,31.21,37.75,0.0
1934,2023,11,20,14,30.98,38.06,0.0
1935,2023,11,20,15,30.23,40.0,0.0
1936,2023,11,20,16,28.62,46.19,0.0
1937,2023,11,20,17,25.49,61.56,0.0
1938,2023,11,20,18,24.61,64.38,0.0
1939,2023,11,20,19,24.03,66.62,0.0
1940,2023,11,20,20,23.39,69.94,0.0
1941,2023,11,20,21,22.73,73.94,0.0
1942,2023,11,20,22,22.01,78.88,0.0
1943,2023,11,20,23,21.33,84.12,0.0
1944,2023,11,21,0,20.76,88.81,0.0
1945,2023,11,21,1,20.31,92.69,0.0
1946,2023,11,21,2,20.11,95.06,0.0
1947,2023,11,21,3,19.87,96.94,0.0
1948,2023,11,21,4,19.77,97.62,0.0
1949,2023,11,21,5,19.61,98.56,0.0
1950,2023,11,21,6,20.12,94.94,0.0
1951,2023,11,21,7,22.3,82.69,0.0
1952,2023,11,21,8,24.9,70.0,0.0
1953,2023,11,21,9,27.12,60.44,0.0
1954,2023,11,21,10,28.64,55.12,0.0
1955,2023,11,21,11,29.88,51.31,0.0
1956,2023,11,21,12,30.78,48.56,0.0
1957,2023,11,21,13,31.15,47.19,0.0
1958,2023,11,21,14,30.91,47.5,0.0
1959,2023,11,21,15,30.08,49.62,0.0
1960,2023,11,21,16,28.44,55.44,0.0
1961,2023,11,21,17,26.09,67.06,0.0
1962,2023,11,21,18,25.16,71.62,0.0
1963,2023,11,21,19,24.44,75.69,0.0
1964,2023,11,21,20,23.67,80.44,0.0
1965,2023,11,21,21,22.99,85.0,0.0
1966,2023,11,21,22,22.48,88.75,0.0
1967,2023,11,21,23,22.11,91.88,0.0
1968,2023,11,22,0,21.87,94.25,0.0
1969,2023,11,22,1,21.78,95.12,0.0
1970,2023,11,22,2,21.69,95.62,0.0
1971,2023,11,22,3,21.58,96.06,0.0
1972,2023,11,22,4,21.44,96.69,0.0
1973,2023,11,22,5,21.3,97.06,0.0
1974,2023,11,22,6,21.61,94.69,0.0
1975,2023,11,22,7,23.12,85.25,0.0
1976,2023,11,22,8,25.16,73.5,0.0
1977,2023,11,22,9,27.13,63.62,0.0
1978,2023,11,22,10,28.88,56.44,0.01
1979,2023,11,22,11,30.28,51.19,0.02
1980,2023,11,22,12,31.12,48.19,0.04
1981,2023,11,22,13,31.37,46.88,0.07
1982,2023,11,22,14,31.05,47.25,0.08
1983,2023,11,22,15,30.28,49.31,0.06
1984,2023,11,22,16,28.74,55.81,0.03
1985,2023,11,22,17,26.36,69.25,0.03
1986,2023,11,22,18,25.48,73.31,0.02
1987,2023,11,22,19,24.86,76.94,0.03
1988,2023,11,22,20,24.25,81.0,0.03
1989,2023,11,22,21,23.67,85.06,0.05
1990,2023,11,22,22,23.15,89.0,0.1
1991,2023,11,22,23,22.62,92.88,0.13
1992,2023,11,23,0,22.23,95.88,0.15
1993,2023,11,23,1,21.99,97.19,0.25
1994,2023,11,23,2,21.84,97.69,0.32
1995,2023,11,23,3,21.7,98.12,0.31
1996,2023,11,23,4,21.58,98.44,0.27
1997,2023,11,23,5,21.46,98.62,0.23
1998,2023,11,23,6,21.86,97.25,0.17
1999,2023,11,23,7,22.94,92.19,0.15
2000,2023,11,23,8,24.28,83.12,0.07
2001,2023,11,23,9,26.29,70.44,0.07
2002,2023,11,23,10,28.07,61.31,0.1
2003,2023,11,23,11,29.15,56.38,0.15
2004,2023,11,23,12,30.02,53.0,0.19
2005,2023,11,23,13,30.33,51.5,0.22
2006,2023,11,23,14,30.06,52.19,0.15
2007,2023,11,23,15,28.89,56.38,0.13
2008,2023,11,23,16,27.25,64.25,0.15
2009,2023,11,23,17,24.97,78.44,0.2
2010,2023,11,23,18,23.98,84.31,0.25
2011,2023,11,23,19,23.37,88.19,0.34
2012,2023,11,23,20,23.01,90.81,0.36
2013,2023,11,23,21,22.71,93.06,0.36
2014,2023,11,23,22,22.48,95.38,0.35
2015,2023,11,23,23,22.39,96.31,0.29
2016,2023,11,24,0,22.25,96.81,0.22
2017,2023,11,24,1,22.04,96.81,0.18
2018,2023,11,24,2,21.76,96.88,0.12
2019,2023,11,24,3,21.47,97.06,0.07
2020,2023,11,24,4,21.23,96.88,0.05
2021,2023,11,24,5,21.05,97.5,0.03
2022,2023,11,24,6,21.23,96.69,0.03
2023,2023,11,24,7,22.22,92.0,0.02
2024,2023,11,24,8,23.92,81.31,0.0
2025,2023,11,24,9,26.34,66.56,0.0
2026,2023,11,24,10,28.09,58.38,0.01
2027,2023,11,24,11,29.15,54.25,0.01
2028,2023,11,24,12,29.73,52.12,0.02
2029,2023,11,24,13,29.84,51.44,0.03
2030,2023,11,24,14,29.5,52.25,0.03
2031,2023,11,24,15,28.59,55.12,0.01
2032,2023,11,24,16,27.33,60.44,0.01
2033,2023,11,24,17,25.36,71.56,0.01
2034,2023,11,24,18,24.58,76.12,0.01
2035,2023,11,24,19,24.08,79.38,0.0
2036,2023,11,24,20,23.62,82.38,0.0
2037,2023,11,24,21,23.24,85.12,0.01
2038,2023,11,24,22,22.87,87.81,0.01
2039,2023,11,24,23,22.49,90.19,0.01
2040,2023,11,25,0,22.11,92.38,0.02
2041,2023,11,25,1,21.74,93.75,0.02
2042,2023,11,25,2,21.38,94.12,0.01
2043,2023,11,25,3,21.01,94.25,0.01
2044,2023,11,25,4,20.72,94.69,0.01
2045,2023,11,25,5,20.47,95.38,0.01
2046,2023,11,25,6,20.58,94.0,0.0
2047,2023,11,25,7,21.64,86.31,0.0
2048,2023,11,25,8,23.37,75.38,0.0
2049,2023,11,25,9,25.48,64.44,0.0
2050,2023,11,25,10,27.43,56.19,0.0
2051,2023,11,25,11,29.03,50.44,0.0
2052,2023,11,25,12,29.98,47.25,0.0
2053,2023,11,25,13,30.33,45.88,0.0
2054,2023,11,25,14,30.01,46.31,0.0
2055,2023,11,25,15,29.26,48.19,0.0
2056,2023,11,25,16,27.95,53.88,0.0
2057,2023,11,25,17,25.44,68.12,0.0
2058,2023,11,25,18,24.65,71.12,0.0
2059,2023,11,25,19,24.18,73.25,0.0
2060,2023,11,25,20,23.76,75.56,0.0
2061,2023,11,25,21,23.38,77.88,0.0
2062,2023,11,25,22,23.03,80.38,0.0
2063,2023,11,25,23,22.65,83.31,0.0
2064,2023,11,26,0,22.19,86.75,0.0
2065,2023,11,26,1,21.76,89.75,0.0
2066,2023,11,26,2,21.44,92.06,0.0
2067,2023,11,26,3,21.17,93.81,0.0
2068,2023,11,26,4,20.93,95.12,0.0
2069,2023,11,26,5,20.69,96.06,0.0
2070,2023,11,26,6,20.94,94.06,0.0
2071,2023,11,26,7,22.32,83.44,0.0
2072,2023,11,26,8,24.08,71.75,0.0
2073,2023,11,26,9,25.91,63.25,0.0
2074,2023,11,26,10,27.43,57.81,0.0
2075,2023,11,26,11,28.63,53.94,0.0
2076,2023,11,26,12,29.53,51.12,0.0
2077,2023,11,26,13,29.89,49.69,0.0
2078,2023,11,26,14,29.64,49.81,0.0
2079,2023,11,26,15,28.84,51.94,0.0
2080,2023,11,26,16,27.47,58.19,0.0
2081,2023,11,26,17,25.48,69.31,0.0
2082,2023,11,26,18,24.85,71.81,0.0
2083,2023,11,26,19,24.44,73.69,0.0
2084,2023,11,26,20,24.02,75.81,0.0
2085,2023,11,26,21,23.58,77.88,0.0
2086,2023,11,26,22,23.07,80.94,0.0
2087,2023,11,26,23,22.48,85.25,0.0
2088,2023,11,27,0,21.88,89.88,0.0
2089,2023,11,27,1,21.32,94.44,0.0
2090,2023,11,27,2,21.04,96.5,0.0
2091,2023,11,27,3,20.87,96.38,0.0
2092,2023,11,27,4,20.73,96.31,0.0
2093,2023,11,27,5,20.64,96.38,0.0
2094,2023,11,27,6,20.94,94.44,0.0
2095,2023,11,27,7,22.37,85.25,0.0
2096,2023,11,27,8,24.25,73.88,0.0
2097,2023,11,27,9,26.24,63.75,0.0
2098,2023,11,27,10,28.08,55.69,0.0
2099,2023,11,27,11,29.65,49.62,0.0
2100,2023,11,27,12,30.48,46.31,0.0
2101,2023,11,27,13,30.65,45.0,0.0
2102,2023,11,27,14,30.35,45.12,0.0
2103,2023,11,27,15,29.48,47.19,0.0
2104,2023,11,27,16,27.97,52.5,0.0
2105,2023,11,27,17,25.65,64.12,0.0
2106,2023,11,27,18,24.84,67.62,0.0
2107,2023,11,27,19,24.29,70.56,0.0
2108,2023,11,27,20,23.69,74.62,0.0
2109,2023,11,27,21,23.12,79.38,0.0
2110,2023,11,27,22,22.38,85.75,0.0
2111,2023,11,27,23,21.69,91.88,0.0
2112,2023,11,28,0,21.32,95.44,0.0
2113,2023,11,28,1,21.19,96.25,0.0
2114,2023,11,28,2,21.08,95.69,0.0
2115,2023,11,28,3,20.96,95.44,0.0
2116,2023,11,28,4,20.84,95.62,0.0
2117,2023,11,28,5,20.66,96.38,0.0
2118,2023,11,28,6,21.01,94.12,0.0
2119,2023,11,28,7,22.66,83.69,0.0
2120,2023,11,28,8,24.69,71.06,0.06
2121,2023,11,28,9,26.96,59.5,0.06
2122,2023,11,28,10,29.03,50.38,0.08
2123,2023,11,28,11,30.55,44.69,0.06
2124,2023,11,28,12,31.52,41.19,0.05
2125,2023,11,28,13,31.94,39.56,0.05
2126,2023,11,28,14,31.76,39.38,0.06
2127,2023,11,28,15,30.89,41.06,0.07
2128,2023,11,28,16,29.0,48.56,0.12
2129,2023,11,28,17,25.79,63.81,0.15
2130,2023,11,28,18,24.72,67.56,0.22
2131,2023,11,28,19,24.01,71.0,0.23
2132,2023,11,28,20,23.32,75.56,0.22
2133,2023,11,28,21,22.58,81.19,0.11
2134,2023,11,28,22,21.94,86.75,0.11
2135,2023,11,28,23,21.36,91.88,0.07
2136,2023,11,29,0,20.87,96.25,0.08
2137,2023,11,29,1,20.73,98.0,0.09
2138,2023,11,29,2,20.68,97.94,0.1
2139,2023,11,29,3,20.59,97.56,0.12
2140,2023,11,29,4,20.44,97.5,0.11
2141,2023,11,29,5,20.28,97.06,0.11
2142,2023,11,29,6,20.48,95.69,0.1
2143,2023,11,29,7,21.6,89.81,0.04
2144,2023,11,29,8,23.58,76.81,0.0
2145,2023,11,29,9,26.3,61.44,0.0
2146,2023,11,29,10,28.42,52.0,0.0
2147,2023,11,29,11,29.92,45.62,0.0
2148,2023,11,29,12,30.9,41.25,0.0
2149,2023,11,29,13,31.33,38.62,0.0
2150,2023,11,29,14,30.94,38.06,0.0
2151,2023,11,29,15,30.15,39.0,0.0
2152,2023,11,29,16,28.51,44.5,0.0
2153,2023,11,29,17,25.55,57.75,0.0
2154,2023,11,29,18,24.62,60.81,0.0
2155,2023,11,29,19,23.98,64.38,0.0
2156,2023,11,29,20,23.32,70.31,0.0
2157,2023,11,29,21,22.73,77.62,0.0
2158,2023,11,29,22,22.16,86.0,0.0
2159,2023,11,29,23,21.69,93.88,0.0
2160,2023,11,30,0,21.61,97.06,0.0
2161,2023,11,30,1,21.63,97.06,0.0
2162,2023,11,30,2,21.46,97.06,0.0
2163,2023,11,30,3,21.17,97.31,0.0
2164,2023,11,30,4,20.87,97.81,0.0
2165,2023,11,30,5,20.54,98.5,0.0
2166,2023,11,30,6,20.76,96.12,0.0
2167,2023,11,30,7,22.4,84.69,0.0
2168,2023,11,30,8,24.5,70.25,0.0
2169,2023,11,30,9,26.78,56.25,0.0
2170,2023,11,30,10,28.58,47.25,0.0
2171,2023,11,30,11,29.66,42.38,0.0
2172,2023,11,30,12,29.74,40.44,0.0
2173,2023,11,30,13,29.65,39.44,0.0
2174,2023,11,30,14,29.44,38.69,0.0
2175,2023,11,30,15,29.07,38.56,0.0
2176,2023,11,30,16,27.4,47.88,0.0
2177,2023,11,30,17,24.87,60.31,0.0
2178,2023,11,30,18,24.06,62.44,0.0
2179,2023,11,30,19,23.49,64.44,0.0
2180,2023,11,30,20,23.01,67.25,0.0
2181,2023,11,30,21,22.65,71.38,0.0
2182,2023,11,30,22,22.37,78.0,0.0
2183,2023,11,30,23,22.01,86.62,0.0
2184,2023,12,1,0,21.73,93.62,0.0
2185,2023,12,1,1,21.52,94.5,0.0
2186,2023,12,1,2,21.19,93.94,0.0
2187,2023,12,1,3,20.86,94.06,0.0
2188,2023,12,1,4,20.61,94.44,0.0
2189,2023,12,1,5,20.44,94.94,0.0
2190,2023,12,1,6,20.72,93.5,0.0
2191,2023,12,1,7,22.11,85.44,0.0
2192,2023,12,1,8,23.84,74.62,0.0
2193,2023,12,1,9,25.75,63.94,0.0
2194,2023,12,1,10,27.65,54.38,0.0
2195,2023,12,1,11,29.23,46.88,0.0
2196,2023,12,1,12,30.37,41.81,0.0
2197,2023,12,1,13,30.98,38.81,0.0
2198,2023,12,1,14,31.05,37.56,0.0
2199,2023,12,1,15,30.41,38.25,0.0
2200,2023,12,1,16,28.6,45.62,0.0
2201,2023,12,1,17,25.12,61.38,0.0
2202,2023,12,1,18,24.18,62.5,0.0
2203,2023,12,1,19,23.49,62.88,0.0
2204,2023,12,1,20,22.68,64.19,0.0
2205,2023,12,1,21,21.83,66.25,0.0
2206,2023,12,1,22,21.09,68.69,0.0
2207,2023,12,1,23,20.37,71.94,0.0
2208,2023,12,2,0,19.69,75.94,0.0
2209,2023,12,2,1,19.05,80.81,0.0
2210,2023,12,2,2,18.44,85.75,0.0
2211,2023,12,2,3,17.99,89.06,0.0
2212,2023,12,2,4,17.65,90.88,0.0
2213,2023,12,2,5,17.46,91.31,0.0
2214,2023,12,2,6,18.03,89.0,0.0
2215,2023,12,2,7,20.75,76.88,0.0
2216,2023,12,2,8,23.6,64.19,0.0
2217,2023,12,2,9,26.34,48.81,0.0
2218,2023,12,2,10,28.75,37.62,0.0
2219,2023,12,2,11,30.5,31.12,0.0
2220,2023,12,2,12,31.6,27.56,0.0
2221,2023,12,2,13,32.14,26.25,0.0
2222,2023,12,2,14,31.95,27.19,0.0
2223,2023,12,2,15,31.02,30.38,0.0
2224,2023,12,2,16,28.78,39.44,0.0
2225,2023,12,2,17,25.15,56.12,0.0
2226,2023,12,2,18,24.37,63.19,0.0
2227,2023,12,2,19,23.85,70.56,0.0
2228,2023,12,2,20,23.26,78.19,0.0
2229,2023,12,2,21,22.91,83.12,0.0
2230,2023,12,2,22,22.47,86.25,0.0
2231,2023,12,2,23,21.87,88.81,0.0
2232,2023,12,3,0,21.12,91.88,0.0
2233,2023,12,3,1,20.49,94.44,0.0
2234,2023,12,3,2,20.05,96.0,0.0
2235,2023,12,3,3,19.73,96.75,0.0
2236,2023,12,3,4,19.53,96.44,0.0
2237,2023,12,3,5,19.39,94.94,0.0
2238,2023,12,3,6,19.68,90.62,0.0
2239,2023,12,3,7,21.75,77.69,0.0
2240,2023,12,3,8,24.58,66.69,0.0
2241,2023,12,3,9,27.14,57.06,0.0
2242,2023,12,3,10,29.25,50.0,0.0
2243,2023,12,3,11,30.79,45.56,0.0
2244,2023,12,3,12,31.65,43.38,0.0
2245,2023,12,3,13,31.83,43.12,0.0
2246,2023,12,3,14,31.23,45.12,0.0
2247,2023,12,3,15,29.8,50.12,0.0
2248,2023,12,3,16,27.99,57.88,0.0
2249,2023,12,3,17,26.03,68.25,0.0
2250,2023,12,3,18,24.86,76.19,0.0
2251,2023,12,3,19,23.98,82.44,0.0
2252,2023,12,3,20,23.35,86.62,0.0
2253,2023,12,3,21,22.95,88.38,0.0
2254,2023,12,3,22,22.7,88.75,0.0
2255,2023,12,3,23,22.44,89.31,0.0
2256,2023,12,4,0,22.03,91.12,0.0
2257,2023,12,4,1,21.55,93.44,0.0
2258,2023,12,4,2,21.16,94.88,0.0
2259,2023,12,4,3,20.9,95.0,0.0
2260,2023,12,4,4,20.65,94.62,0.0
2261,2023,12,4,5,20.39,93.94,0.0
2262,2023,12,4,6,20.62,89.88,0.0
2263,2023,12,4,7,22.6,75.12,0.0
2264,2023,12,4,8,24.71,63.31,0.02
2265,2023,12,4,9,25.68,59.19,0.03
2266,2023,12,4,10,26.41,56.88,0.07
2267,2023,12,4,11,27.04,55.19,0.09
2268,2023,12,4,12,27.73,53.38,0.08
2269,2023,12,4,13,28.15,52.38,0.09
2270,2023,12,4,14,27.94,53.31,0.09
2271,2023,12,4,15,27.19,55.88,0.07
2272,2023,12,4,16,25.95,60.81,0.07
2273,2023,12,4,17,24.18,69.62,0.07
2274,2023,12,4,18,23.4,74.19,0.06
2275,2023,12,4,19,22.8,77.75,0.07
2276,2023,12,4,20,22.3,80.38,0.09
2277,2023,12,4,21,21.88,82.25,0.06
2278,2023,12,4,22,21.55,83.0,0.03
2279,2023,12,4,23,21.3,83.19,0.03
2280,2023,12,5,0,21.05,83.94,0.05
2281,2023,12,5,1,20.7,86.19,0.11
2282,2023,12,5,2,20.33,88.75,0.19
2283,2023,12,5,3,20.09,90.06,0.34
2284,2023,12,5,4,19.91,91.0,0.59
2285,2023,12,5,5,19.82,91.5,0.92
